parent folder,file name,modality,Radiologist Score,Err,kspace shape,reconstruction shape,kspace nan or inf count,reconstruction nan or inf count,kspace min,kspace max,kspace mean,kspace std,reconstruction min,reconstruction max,reconstruction mean,reconstruction std
MultiCoil,Center003_UIH_30T_umr880_P025_cine_sax.h5,sax,5,,"(12, 10, 10, 450, 308)","(12, 10, 450, 308)",0,0,3.093169587,21612539.48,89871.71375,275261.5282,5434.598652,11264711.53,430733.4433,808039.0086
MultiCoil,Center003_UIH_30T_umr880_P025_lge_lax_2ch.h5,2ch,5,,"(2, 1, 10, 510, 175)","(2, 1, 510, 175)",0,0,6.891217551,9725402.415,25907.39852,75085.05738,6894.490526,1349845.39,154789.3959,197812.6243
MultiCoil,Center003_UIH_30T_umr880_P025_lge_lax_4ch.h5,4ch,5,,"(2, 1, 10, 506, 175)","(2, 1, 506, 175)",0,0,6.017307241,10027175.98,24475.03289,84932.06785,6674.699684,1424121.555,165480.9443,225257.3881
MultiCoil,Center003_UIH_30T_umr880_P025_lge_sax.h5,sax,5,,"(2, 10, 10, 512, 260)","(2, 10, 512, 260)",0,0,4.074668051,15880987.99,31181.976,80238.1584,7927.246545,3968024.493,155233.8313,223622.9741
MultiCoil,Center003_UIH_30T_umr880_P025_T1w.h5,T1w,5,,"(10, 10, 512, 324)","(10, 512, 324)",0,0,0.0,138210068.2,90328.07998,667937.9407,5552.315179,22844990.27,1042485.395,1859092.99
MultiCoil,Center003_UIH_30T_umr880_P025_T2map.h5,T2map,5,,"(3, 3, 10, 382, 241)","(3, 3, 382, 241)",0,0,19.80764034,15767193.84,85542.82234,206619.065,5991.032428,10185470.02,348893.124,615112.7642
MultiCoil,Center005_Siemens_30T_Vida_P001_cine_lax.h5,lax,4,,"(12, 3, 10, 448, 166)","(12, 3, 448, 166)",0,0,2.85e-09,0.005570323,2.22e-05,5.58e-05,1.65e-06,0.002317354,9.2e-05,0.000165939
MultiCoil,Center005_Siemens_30T_Vida_P001_cine_lvot.h5,lvot,4,,"(12, 1, 10, 446, 166)","(12, 1, 446, 166)",0,0,4.99e-09,0.005037655,2.07e-05,5.37e-05,1.59e-06,0.001933881,0.000103853,0.000149334
MultiCoil,Center005_Siemens_30T_Vida_P001_cine_sax.h5,sax,5,,"(12, 10, 10, 450, 202)","(12, 10, 450, 202)",0,0,1.16e-09,0.00716811,3.11e-05,8.17e-05,1.48e-06,0.002935577,0.000115947,0.000250995
MultiCoil,Center005_Siemens_30T_Vida_P001_lge_lax.h5,lax,5,blurry,"(2, 2, 10, 514, 150)","(2, 2, 514, 150)",0,0,4.45e-09,0.002022553,1.2e-05,2.48e-05,2.97e-06,0.001720892,4.25e-05,7.59e-05
MultiCoil,Center005_Siemens_30T_Vida_P001_lge_sax.h5,sax,5,,"(2, 10, 10, 510, 183)","(2, 10, 510, 183)",0,0,3.4e-09,0.002413915,1.33e-05,2.84e-05,3.19e-06,0.00215764,4.69e-05,8.74e-05
MultiCoil,Center005_Siemens_30T_Vida_P001_T1map.h5,T1map,5,,"(8, 3, 10, 512, 124)","(8, 3, 512, 124)",0,0,1.04e-09,0.007714353,2.71e-05,7.31e-05,2.32e-06,0.00295863,0.000128672,0.000210273
MultiCoil,Center005_Siemens_30T_Vida_P001_T1w.h5,T1w,3,,"(10, 10, 512, 207)","(10, 512, 207)",0,0,4.58e-09,0.012680796,2.54e-05,0.000112356,2.7e-06,0.00371142,0.000197573,0.00030601
MultiCoil,Center005_Siemens_30T_Vida_P001_T2map.h5,T2map,4,,"(3, 3, 10, 382, 85)","(3, 3, 382, 85)",0,0,8.52e-09,0.005731085,1.85e-05,5.11e-05,2.38e-06,0.001606183,8.53e-05,0.000149139
MultiCoil,Center005_Siemens_30T_Vida_P002_cine_lax.h5,lax,4,,"(12, 3, 10, 444, 202)","(12, 3, 444, 202)",0,0,7.17e-10,0.008723413,2.9e-05,8.96e-05,1.75e-06,0.00381235,0.000130288,0.000267631
MultiCoil,Center005_Siemens_30T_Vida_P002_cine_lvot.h5,lvot,4,,"(12, 1, 10, 448, 166)","(12, 1, 448, 166)",0,0,3.89e-09,0.00739851,2.46e-05,9.36e-05,1.45e-06,0.002668774,0.000149735,0.000266877
MultiCoil,Center005_Siemens_30T_Vida_P002_cine_sax.h5,sax,5,,"(12, 11, 10, 444, 162)","(12, 11, 444, 162)",0,0,3.27e-10,0.009239712,3.8e-05,0.000115848,1.69e-06,0.004086003,0.000178364,0.00034176
MultiCoil,Center005_Siemens_30T_Vida_P002_lge_lax.h5,lax,4,,"(2, 2, 10, 512, 171)","(2, 2, 512, 171)",0,0,2.07e-09,0.002424738,1.29e-05,3e-05,2.82e-06,0.003327911,4.66e-05,9.22e-05
MultiCoil,Center005_Siemens_30T_Vida_P002_lge_sax.h5,sax,5,,"(2, 11, 10, 510, 165)","(2, 11, 510, 165)",0,0,1.51e-09,0.003376508,1.68e-05,4.3e-05,3.24e-06,0.004037561,5.98e-05,0.000133148
MultiCoil,Center005_Siemens_30T_Vida_P002_T1map.h5,T1map,5,,"(9, 3, 10, 510, 131)","(9, 3, 510, 131)",0,0,2.86e-09,0.013702873,3.84e-05,0.00010932,2.17e-06,0.00491757,0.000180351,0.000318957
MultiCoil,Center005_Siemens_30T_Vida_P002_T1w.h5,T1w,3,blurry,"(11, 10, 512, 238)","(11, 512, 238)",0,0,3.92e-09,0.041247235,4.29e-05,0.00026602,2.35e-06,0.008822079,0.000424138,0.000739031
MultiCoil,Center005_Siemens_30T_Vida_P002_T2map.h5,T2map,5,,"(3, 3, 10, 380, 98)","(3, 3, 380, 98)",0,0,5.89e-09,0.006197233,2.44e-05,7e-05,2.87e-06,0.002472805,0.000117495,0.000202826
MultiCoil,Center005_Siemens_30T_Vida_P003_cine_lax.h5,lax,4,,"(12, 3, 10, 444, 166)","(12, 3, 444, 166)",0,0,2.42e-09,0.008861532,2.6e-05,7.64e-05,1.78e-06,0.003032077,0.0001149,0.000227978
MultiCoil,Center005_Siemens_30T_Vida_P003_cine_lvot.h5,lvot,5,,"(12, 1, 10, 444, 166)","(12, 1, 444, 166)",0,0,1.91e-09,0.00577294,2.46e-05,7.09e-05,1.98e-06,0.001487912,0.00014892,0.000184735
MultiCoil,Center005_Siemens_30T_Vida_P003_cine_sax.h5,sax,5,,"(12, 14, 10, 448, 162)","(12, 14, 448, 162)",0,0,1.36e-09,0.009967001,2.98e-05,9.92e-05,1.68e-06,0.003451668,0.00014672,0.000292936
MultiCoil,Center005_Siemens_30T_Vida_P003_lge_lax.h5,lax,5,,"(2, 2, 10, 510, 147)","(2, 2, 510, 147)",0,0,1.81e-09,0.00173922,1.16e-05,2.28e-05,2.94e-06,0.002694094,4.35e-05,6.84e-05
MultiCoil,Center005_Siemens_30T_Vida_P003_lge_sax.h5,sax,5,,"(2, 14, 10, 514, 147)","(2, 14, 514, 147)",0,0,8.45e-10,0.00240057,1.18e-05,2.37e-05,2.8e-06,0.002071133,4.76e-05,6.87e-05
MultiCoil,Center005_Siemens_30T_Vida_P003_T1map.h5,T1map,5,,"(8, 4, 10, 508, 117)","(8, 4, 508, 117)",0,0,4.72e-09,0.006893931,3.26e-05,9.37e-05,2.17e-06,0.004037163,0.000171595,0.000262519
MultiCoil,Center005_Siemens_30T_Vida_P003_T1w.h5,T1w,3,,"(14, 10, 512, 207)","(14, 512, 207)",0,0,5.26e-09,0.027002074,3.19e-05,0.000150124,2.72e-06,0.005801736,0.000258363,0.000410883
MultiCoil,Center005_Siemens_30T_Vida_P003_T2map.h5,T2map,5,blurry,"(3, 3, 10, 388, 85)","(3, 3, 388, 85)",0,0,5.34e-10,0.006721714,2.17e-05,6.65e-05,2.67e-06,0.002097212,0.00010561,0.000194328
MultiCoil,Center005_Siemens_30T_Vida_P004_cine_lax.h5,lax,4,,"(12, 3, 10, 444, 202)","(12, 3, 444, 202)",0,0,9.66e-10,0.010015991,2.38e-05,8.18e-05,1.59e-06,0.002453537,0.000123941,0.000239111
MultiCoil,Center005_Siemens_30T_Vida_P004_cine_sax.h5,sax,5,,"(12, 9, 10, 448, 162)","(12, 9, 448, 162)",0,0,2.19e-09,0.010843061,3.74e-05,0.000120926,1.55e-06,0.004279185,0.000181299,0.000356836
MultiCoil,Center005_Siemens_30T_Vida_P004_lge_lax.h5,lax,3,,"(2, 2, 10, 510, 168)","(2, 2, 510, 168)",0,0,4.03e-09,0.001988311,1.29e-05,3.04e-05,2.42e-06,0.002059449,4.8e-05,9.27e-05
MultiCoil,Center005_Siemens_30T_Vida_P004_lge_sax.h5,sax,4,,"(2, 9, 10, 508, 156)","(2, 9, 508, 156)",0,0,1.26e-09,0.004092273,1.41e-05,3.54e-05,2.51e-06,0.002356011,5.44e-05,0.000107575
MultiCoil,Center005_Siemens_30T_Vida_P004_T1map.h5,T1map,5,,"(8, 3, 10, 512, 124)","(8, 3, 512, 124)",0,0,5.07e-10,0.012853074,3.42e-05,0.000105564,2.45e-06,0.003561832,0.000170061,0.000306952
MultiCoil,Center005_Siemens_30T_Vida_P004_T2map.h5,T2map,5,,"(3, 3, 10, 384, 91)","(3, 3, 384, 91)",0,0,3.32e-09,0.007200793,2.21e-05,6.96e-05,2.46e-06,0.002817028,0.000111299,0.000202286
MultiCoil,Center005_Siemens_30T_Vida_P007_cine_lax.h5,lax,4,,"(12, 3, 10, 442, 202)","(12, 3, 442, 202)",0,0,1.69e-09,0.007063664,2.28e-05,6.84e-05,1.68e-06,0.002237778,9.83e-05,0.000205637
MultiCoil,Center005_Siemens_30T_Vida_P007_cine_sax.h5,sax,5,,"(12, 12, 10, 450, 160)","(12, 12, 450, 160)",0,0,2.21e-10,0.0054668,2.42e-05,7.51e-05,1.56e-06,0.002331326,0.000113466,0.000222257
MultiCoil,Center005_Siemens_30T_Vida_P007_lge_lax.h5,lax,4,,"(2, 2, 10, 510, 180)","(2, 2, 510, 180)",0,0,2.35e-09,0.002054397,1.16e-05,2.61e-05,2.51e-06,0.001635752,4.35e-05,7.91e-05
MultiCoil,Center005_Siemens_30T_Vida_P007_lge_sax.h5,sax,4,,"(2, 12, 10, 516, 132)","(2, 12, 516, 132)",0,0,1.58e-09,0.00213582,1.1e-05,2.86e-05,2.31e-06,0.001747338,4.56e-05,8.57e-05
MultiCoil,Center005_Siemens_30T_Vida_P007_T1map.h5,T1map,5,,"(8, 3, 10, 514, 107)","(8, 3, 514, 107)",0,0,2.05e-09,0.008663052,2.99e-05,9.14e-05,2.28e-06,0.003106675,0.000156364,0.000260921
MultiCoil,Center005_Siemens_30T_Vida_P007_T2map.h5,T2map,5,,"(3, 3, 10, 386, 76)","(3, 3, 386, 76)",0,0,6.75e-09,0.003956784,1.96e-05,5.98e-05,2.1e-06,0.00167182,9.86e-05,0.000172978
MultiCoil,Center005_Siemens_30T_Vida_P008_cine_lax.h5,lax,5,,"(12, 3, 10, 444, 166)","(12, 3, 444, 166)",0,0,1.87e-09,0.007661969,2.87e-05,8.63e-05,1.5e-06,0.003735048,0.000127663,0.000257639
MultiCoil,Center005_Siemens_30T_Vida_P008_cine_lvot.h5,lvot,4,blurry,"(12, 1, 10, 446, 166)","(12, 1, 446, 166)",0,0,2.44e-09,0.007302527,2.97e-05,8.64e-05,1.91e-06,0.002532809,0.000169308,0.000233944
MultiCoil,Center005_Siemens_30T_Vida_P008_cine_sax.h5,sax,5,,"(12, 10, 10, 450, 202)","(12, 10, 450, 202)",0,0,5.91e-10,0.009624336,3.55e-05,0.000108332,1.5e-06,0.004987899,0.000154156,0.000325865
MultiCoil,Center005_Siemens_30T_Vida_P008_lge_lax.h5,lax,5,,"(2, 2, 10, 512, 159)","(2, 2, 512, 159)",0,0,1.68e-09,0.003614837,1.32e-05,3.08e-05,2.3e-06,0.002499167,5.3e-05,9.18e-05
MultiCoil,Center005_Siemens_30T_Vida_P008_lge_sax.h5,sax,5,,"(2, 10, 10, 512, 180)","(2, 10, 512, 180)",0,0,3.73e-10,0.002666143,1.32e-05,3.08e-05,2.51e-06,0.003026981,4.99e-05,9.36e-05
MultiCoil,Center005_Siemens_30T_Vida_P008_T1map.h5,T1map,5,,"(8, 3, 10, 512, 124)","(8, 3, 512, 124)",0,0,5.46e-09,0.009162284,3.39e-05,9.69e-05,1.99e-06,0.003387513,0.00017792,0.00027173
MultiCoil,Center005_Siemens_30T_Vida_P008_T2map.h5,T2map,5,,"(3, 3, 10, 384, 106)","(3, 3, 384, 106)",0,0,4.31e-09,0.006492281,2.22e-05,6.58e-05,2.32e-06,0.002134062,0.000106953,0.000191633
MultiCoil,Center005_Siemens_30T_Vida_P009_cine_lax.h5,lax,4,,"(12, 3, 10, 444, 166)","(12, 3, 444, 166)",0,0,2.09e-09,0.006467499,2.33e-05,6.48e-05,1.89e-06,0.002487454,0.0001,0.000193552
MultiCoil,Center005_Siemens_30T_Vida_P009_cine_lvot.h5,lvot,4,,"(12, 1, 10, 444, 166)","(12, 1, 444, 166)",0,0,4.62e-09,0.008874514,3.2e-05,7.97e-05,1.99e-06,0.002006023,0.00016559,0.000215377
MultiCoil,Center005_Siemens_30T_Vida_P009_cine_sax.h5,sax,5,,"(12, 11, 10, 450, 160)","(12, 11, 450, 160)",0,0,1.01e-09,0.007802823,2.94e-05,8.59e-05,1.89e-06,0.003659502,0.000132549,0.000254793
MultiCoil,Center005_Siemens_30T_Vida_P009_lge_lax.h5,lax,3,,"(2, 2, 10, 508, 147)","(2, 2, 508, 147)",0,0,3.08e-09,0.003599611,1.14e-05,3.43e-05,2.71e-06,0.001840457,5.2e-05,0.000101723
MultiCoil,Center005_Siemens_30T_Vida_P009_lge_sax.h5,sax,4,,"(2, 11, 10, 512, 132)","(2, 11, 512, 132)",0,0,2.71e-09,0.00204955,1.19e-05,2.54e-05,2.38e-06,0.002050059,4.6e-05,7.58e-05
MultiCoil,Center005_Siemens_30T_Vida_P009_T1map.h5,T1map,5,,"(8, 3, 10, 512, 124)","(8, 3, 512, 124)",0,0,6.45e-09,0.010734627,3.51e-05,9.38e-05,2.49e-06,0.003870355,0.000153399,0.000277209
MultiCoil,Center005_Siemens_30T_Vida_P009_T2map.h5,T2map,4,,"(3, 3, 10, 384, 85)","(3, 3, 384, 85)",0,0,2.91e-09,0.008331333,2.39e-05,7.67e-05,2.55e-06,0.002235322,0.000121067,0.000223371
MultiCoil,Center005_Siemens_30T_Vida_P010_cine_lax.h5,lax,4,,"(12, 3, 10, 448, 166)","(12, 3, 448, 166)",0,0,2.33e-09,0.008091861,2.46e-05,6.69e-05,1.8e-06,0.005075829,0.000107063,0.000198393
MultiCoil,Center005_Siemens_30T_Vida_P010_cine_lvot.h5,lvot,4,,"(12, 1, 10, 444, 166)","(12, 1, 444, 166)",0,0,6.39e-09,0.005268784,2.71e-05,6.49e-05,1.84e-06,0.002376816,0.000124122,0.000184458
MultiCoil,Center005_Siemens_30T_Vida_P010_cine_sax.h5,sax,4,,"(12, 10, 10, 446, 160)","(12, 10, 446, 160)",0,0,1.13e-09,0.007102773,3.1e-05,9.01e-05,1.67e-06,0.00315358,0.000146054,0.00026354
MultiCoil,Center005_Siemens_30T_Vida_P010_lge_lax.h5,lax,4,,"(2, 2, 10, 514, 144)","(2, 2, 514, 144)",0,0,4.82e-09,0.003734414,1.6e-05,3.87e-05,3e-06,0.002596882,6.26e-05,0.000116718
MultiCoil,Center005_Siemens_30T_Vida_P010_T1map.h5,T1map,5,,"(8, 3, 10, 510, 124)","(8, 3, 510, 124)",0,0,3.58e-09,0.010970772,4.32e-05,0.000113799,2.53e-06,0.006252835,0.000191949,0.000333664
MultiCoil,Center005_Siemens_30T_Vida_P010_T1w.h5,T1w,3,,"(10, 10, 516, 207)","(10, 516, 207)",0,0,3.35e-09,0.024254264,3e-05,0.000146607,2.12e-06,0.00470002,0.000250523,0.000401443
MultiCoil,Center005_Siemens_30T_Vida_P010_T2map.h5,T2map,5,,"(3, 3, 10, 382, 85)","(3, 3, 382, 85)",0,0,2.39e-09,0.00647716,2.49e-05,7.13e-05,2.65e-06,0.002291188,0.000117628,0.000207858
MultiCoil,Center005_Siemens_30T_Vida_P011_cine_lvot.h5,lvot,4,,"(12, 1, 10, 444, 166)","(12, 1, 444, 166)",0,0,5.25e-09,0.007820436,3.33e-05,8.65e-05,2.32e-06,0.001515819,0.00017478,0.000235109
MultiCoil,Center005_Siemens_30T_Vida_P011_cine_sax.h5,sax,5,,"(12, 8, 10, 448, 162)","(12, 8, 448, 162)",0,0,1.78e-09,0.017191055,4.06e-05,0.000144592,1.73e-06,0.004469633,0.000218005,0.000421912
MultiCoil,Center005_Siemens_30T_Vida_P011_lge_lax.h5,lax,5,,"(2, 2, 10, 512, 144)","(2, 2, 512, 144)",0,0,3.11e-09,0.003554755,1.51e-05,3.45e-05,2.56e-06,0.003503124,5.68e-05,0.00010466
MultiCoil,Center005_Siemens_30T_Vida_P011_lge_sax.h5,sax,5,,"(2, 8, 10, 514, 156)","(2, 8, 514, 156)",0,0,2.03e-09,0.004320803,1.44e-05,3.63e-05,2.72e-06,0.002297687,6.12e-05,0.000107426
MultiCoil,Center005_Siemens_30T_Vida_P011_T1map.h5,T1map,5,,"(8, 3, 10, 512, 124)","(8, 3, 512, 124)",0,0,6.39e-09,0.01636752,3.91e-05,0.000127814,2.66e-06,0.004751853,0.000206463,0.000368839
MultiCoil,Center005_Siemens_30T_Vida_P011_T1w.h5,T1w,3,wringing,"(8, 10, 512, 207)","(8, 512, 207)",0,0,4.08e-09,0.026843532,3.55e-05,0.000208269,2.61e-06,0.00435762,0.000362756,0.000561019
MultiCoil,Center005_Siemens_30T_Vida_P011_T2map.h5,T2map,4,,"(3, 3, 10, 386, 91)","(3, 3, 386, 91)",0,0,1.05e-09,0.006208279,2.54e-05,7.42e-05,2.53e-06,0.002540012,0.000120762,0.000216504
MultiCoil,Center005_Siemens_30T_Vida_P013_cine_lax.h5,lax,4,,"(12, 3, 10, 448, 166)","(12, 3, 448, 166)",0,0,3.42e-09,0.007188671,2.5e-05,7.5e-05,1.56e-06,0.002876858,0.000118888,0.000219734
MultiCoil,Center005_Siemens_30T_Vida_P013_cine_lvot.h5,lvot,4,,"(12, 1, 10, 452, 166)","(12, 1, 452, 166)",0,0,4.7e-09,0.004855224,2.63e-05,5.97e-05,2.17e-06,0.001248951,0.000134467,0.00015652
MultiCoil,Center005_Siemens_30T_Vida_P013_cine_sax.h5,sax,5,,"(12, 10, 10, 454, 202)","(12, 10, 454, 202)",0,0,8.34e-10,0.009334244,3.27e-05,9.93e-05,1.62e-06,0.003360228,0.000135871,0.000301545
MultiCoil,Center005_Siemens_30T_Vida_P013_lge_lax.h5,lax,5,,"(2, 2, 10, 518, 147)","(2, 2, 518, 147)",0,0,2.49e-09,0.003381164,1.41e-05,3.59e-05,2.72e-06,0.002075393,5.16e-05,0.000110404
MultiCoil,Center005_Siemens_30T_Vida_P013_lge_sax.h5,sax,5,,"(2, 10, 10, 514, 183)","(2, 10, 514, 183)",0,0,1.84e-09,0.003572244,1.58e-05,4.5e-05,2.6e-06,0.002548469,5.64e-05,0.000139765
MultiCoil,Center005_Siemens_30T_Vida_P013_T1map.h5,T1map,5,,"(8, 3, 10, 514, 149)","(8, 3, 514, 149)",0,0,1.03e-09,0.00991477,3.66e-05,0.000113653,2.52e-06,0.00491252,0.000145317,0.000348523
MultiCoil,Center005_Siemens_30T_Vida_P013_T1w.h5,T1w,3,,"(10, 10, 512, 255)","(10, 512, 255)",0,0,5.48e-09,0.024086854,3.18e-05,0.000153118,2.23e-06,0.004323798,0.000232509,0.00043645
MultiCoil,Center005_Siemens_30T_Vida_P013_T2map.h5,T2map,5,,"(3, 3, 10, 388, 106)","(3, 3, 388, 106)",0,0,1.9e-09,0.004472966,2.25e-05,5.97e-05,2.28e-06,0.002353394,8.53e-05,0.00018296
MultiCoil,Center005_Siemens_30T_Vida_P014_cine_lvot.h5,lvot,3,,"(12, 1, 10, 444, 166)","(12, 1, 444, 166)",0,0,1.44e-10,0.006419693,2.23e-05,7.22e-05,1.61e-06,0.003167886,0.000104942,0.000214607
MultiCoil,Center005_Siemens_30T_Vida_P014_cine_sax.h5,sax,4,,"(12, 1, 10, 446, 162)","(12, 1, 446, 162)",0,0,1.14e-09,0.00826551,3.48e-05,0.000119139,1.53e-06,0.003970508,0.000171255,0.000353163
MultiCoil,Center005_Siemens_30T_Vida_P014_lge_lax.h5,lax,4,,"(2, 2, 10, 384, 117)","(2, 2, 384, 117)",0,0,5.7e-09,0.002608566,1.5e-05,3.44e-05,2.67e-06,0.001624345,5.31e-05,0.000106046
MultiCoil,Center005_Siemens_30T_Vida_P014_lge_sax.h5,sax,4,,"(2, 9, 10, 380, 108)","(2, 9, 380, 108)",0,0,5.37e-09,0.003610532,1.94e-05,4.8e-05,2.37e-06,0.003162325,7.56e-05,0.000145227
MultiCoil,Center005_Siemens_30T_Vida_P014_T1map.h5,T1map,4,,"(8, 3, 10, 386, 86)","(8, 3, 386, 86)",0,0,4.11e-09,0.011369072,5.65e-05,0.000145575,2.29e-06,0.005518997,0.000250499,0.000425586
MultiCoil,Center005_Siemens_30T_Vida_P014_T2map.h5,T2map,4,,"(3, 3, 10, 380, 82)","(3, 3, 380, 82)",0,0,6.38e-09,0.005799963,2.29e-05,6.97e-05,2.43e-06,0.002639164,0.000113431,0.000202329
MultiCoil,Center005_UIH_15T_umr670_P001_cine_lax_2ch.h5,2ch,4,,"(12, 1, 10, 384, 205)","(12, 1, 384, 205)",0,0,6.809410111,6683264.998,38893.11796,110753.9549,7074.071593,3071234.366,182167.1862,323428.8914
MultiCoil,Center005_UIH_15T_umr670_P001_cine_lax_4ch.h5,4ch,5.0,,"(12, 1, 10, 386, 171)","(12, 1, 386, 171)",0,0,4.751181578,9367079.819,43327.47565,128490.62,9153.245889,3830451.995,222981.8388,366265.1981
MultiCoil,Center005_UIH_15T_umr670_P001_cine_ot.h5,ot,5.0,,"(12, 1, 10, 380, 171)","(12, 1, 380, 171)",0,0,6.483140343,19631019.16,51381.00255,157125.7731,8829.30665,3579002.918,308336.1472,422153.9769
MultiCoil,Center005_UIH_15T_umr670_P001_lge_lax_2ch.h5,2ch,5,,"(2, 1, 10, 382, 170)","(2, 1, 382, 170)",0,0,3.571206125,2242887.457,9628.944052,22089.37726,2647.413944,628619.302,48353.36069,58894.17648
MultiCoil,Center005_UIH_15T_umr670_P001_lge_lax_4ch.h5,4ch,5,,"(2, 1, 10, 382, 170)","(2, 1, 382, 170)",0,0,1.551022046,2237734.53,9772.215039,24567.44411,2816.795721,536998.9839,52555.42342,65026.78245
MultiCoil,Center005_UIH_15T_umr670_P001_lge_sax.h5,sax,5,,"(2, 10, 10, 384, 170)","(2, 10, 384, 170)",0,0,1.147870529,2488811.41,10293.64774,24025.28318,2623.541403,1448654.052,53167.55269,63284.6387
MultiCoil,Center005_UIH_15T_umr670_P001_perfusion.h5,perfusion,4,,"(50, 4, 10, 224, 87)","(50, 4, 224, 87)",0,0,1.479539586,5661379.961,25404.77618,58573.86006,5351.780506,1777311.061,124421.2172,159004.2706
MultiCoil,Center005_UIH_15T_umr670_P001_T1map.h5,T1map,4,,"(8, 3, 10, 386, 149)","(8, 3, 386, 149)",0,0,2.608524853,5884947.265,28258.72745,69232.89109,6141.783268,2093877.02,139931.3714,190621.8774
MultiCoil,Center005_UIH_15T_umr670_P001_T1mappost.h5,T1mappost,4,too much noise,"(9, 3, 10, 382, 149)","(9, 3, 382, 149)",0,0,2.773854292,10087628.14,29422.13284,78871.03256,6259.324744,2403640.408,151076.2246,219177.9896
MultiCoil,Center005_UIH_15T_umr670_P001_T1w.h5,T1w,5,,"(10, 10, 512, 246)","(10, 512, 246)",0,0,0.0,58785568.45,36064.01502,231271.4417,5259.418408,14104261.61,386113.8844,631495.8411
MultiCoil,Center005_UIH_15T_umr670_P001_T2map.h5,T2map,5,,"(3, 3, 10, 386, 149)","(3, 3, 386, 149)",0,0,2.796678882,8563847.821,29260.33625,74917.86837,4908.893851,2162640.742,146987.6642,207564.8558
MultiCoil,Center005_UIH_15T_umr670_P001_T2w.h5,T2w,4,,"(10, 10, 512, 228)","(10, 512, 228)",0,0,0.0,10144534.99,10332.17314,45713.53167,3033.893459,1884438.03,94388.14854,114261.4774
MultiCoil,Center005_UIH_15T_umr670_P002_cine_lax_4ch.h5,4ch,3.0,,"(12, 1, 10, 380, 171)","(12, 1, 380, 171)",0,0,7.814317809,11461653.88,34222.37186,99539.73545,8207.012262,2864812.083,155327.0614,294392.2565
MultiCoil,Center005_UIH_15T_umr670_P002_cine_ot.h5,ot,3.0,,"(12, 1, 10, 388, 171)","(12, 1, 388, 171)",0,0,3.812696925,11186444.5,37555.12806,119147.8692,7492.759986,9585485.544,151163.5169,364987.1437
MultiCoil,Center005_UIH_15T_umr670_P002_lge_lax_2ch.h5,2ch,3,,"(2, 1, 10, 386, 170)","(2, 1, 386, 170)",0,0,1.337325359,3417557.649,9917.302758,25417.90226,2368.791818,1149778.03,38987.16391,76969.00378
MultiCoil,Center005_UIH_15T_umr670_P002_lge_lax_4ch.h5,4ch,3,,"(2, 1, 10, 384, 170)","(2, 1, 384, 170)",0,0,2.471408426,4555473.545,9157.621505,30105.4838,2576.298771,749732.067,47328.35955,87533.12658
MultiCoil,Center005_UIH_15T_umr670_P002_perfusion.h5,perfusion,4,,"(50, 4, 10, 224, 87)","(50, 4, 224, 87)",0,0,2.614795354,6159449.99,23877.00545,55986.33251,5039.930822,2021159.693,97805.8719,165770.3821
MultiCoil,Center005_UIH_15T_umr670_P002_T1map.h5,T1map,4,,"(8, 3, 10, 384, 149)","(8, 3, 384, 149)",0,0,2.044328563,7133760.507,24495.60567,58714.93272,5481.902587,4052468.126,91891.1756,178971.4839
MultiCoil,Center005_UIH_15T_umr670_P002_T1mappost.h5,T1mappost,3,too much noise,"(9, 3, 10, 384, 149)","(9, 3, 384, 149)",0,0,1.649635612,6905233.674,23430.68115,56022.47225,6242.865151,3820403.702,86652.79261,171366.3786
MultiCoil,Center005_UIH_15T_umr670_P002_T1w.h5,T1w,4,,"(8, 10, 512, 246)","(8, 512, 246)",0,0,0.0,51015943.77,24808.57221,200760.5648,4552.381905,6940613.25,231608.2289,596288.7929
MultiCoil,Center005_UIH_15T_umr670_P002_T2map.h5,T2map,4,,"(3, 3, 10, 386, 149)","(3, 3, 386, 149)",0,0,4.787348787,6825429.498,21591.53777,51124.5121,5390.496592,3338686.85,81526.8262,155410.6786
MultiCoil,Center005_UIH_15T_umr670_P002_T2w.h5,T2w,4,,"(9, 10, 512, 228)","(9, 512, 228)",0,0,0.0,13675042.55,8917.516498,44313.18371,2711.851428,2011928.226,62440.28587,128580.7692
MultiCoil,Center005_UIH_15T_umr670_P003_cine_lax_2ch.h5,2ch,4,,"(12, 1, 10, 384, 205)","(12, 1, 384, 205)",0,0,6.078043894,10845251.9,34151.65997,117762.6616,6156.083339,4453673.407,159874.945,353247.5128
MultiCoil,Center005_UIH_15T_umr670_P003_cine_lax_4ch.h5,4ch,5.0,,"(12, 1, 10, 386, 171)","(12, 1, 386, 171)",0,0,6.68992277,13593933.39,42277.65481,142518.3558,9016.277652,3410238.514,244425.2407,401553.3838
MultiCoil,Center005_UIH_15T_umr670_P003_cine_ot.h5,ot,5.0,,"(12, 1, 10, 382, 171)","(12, 1, 382, 171)",0,0,6.768617426,16713611.63,40914.21882,133180.7867,9157.233231,4071974.231,254792.1004,359432.8004
MultiCoil,Center005_UIH_15T_umr670_P003_lge_lax_2ch.h5,2ch,5,,"(2, 1, 10, 384, 170)","(2, 1, 384, 170)",0,0,5.519348692,3776315.375,9610.726681,27254.50005,2467.504588,1070981.163,46884.01577,78445.06019
